id,short_name,long_name,player_positions,overall,value_eur,age,dob,height_cm,weight_kg,club_name,club_position,club_jersey_number,club_joined,nationality,nation_position,nation_jersey_number,preferred_foot,player_traits,pace,shooting,passing,dribbling,defending,physic,pace_acceleration,pace_sprint_speed,shooting_finishing,shooting_shot_power,shooting_long_shots,shooting_positioning,shooting_penalties,passing_crossing,passing_short_passing,passing_curve,passing_fk_accuracy,passing_long_passing,passing_vision,dribbling_dribbling,dribbling_ball_control,dribbling_agility,dribbling_reactions,dribbling_balance,dribbling_composure,defending_heading_accuracy,defending_interceptions,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,physic_aggression,physic_jumping,physic_stamina,physic_strength,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
205,T. Alexander-Arnold,Trent Alexander-Arnold,RB,87,"  114,000,000 ",22,1998-10-07,180,69,Liverpool,RB,66,2015-10-07,England,SUB,22,Right,"Early Crosser, Long Passer (AI), Long Shot Taker (AI)",79,68,88,80,80,72,77,80,60,82,75,77,55,92,86,87,85,90,87,78,86,73,82,73,81,69,82,80,83,79,74,66,88,63,14,15,14,6,7,https://cdn.sofifa.com/players/231/281/22_120.png,https://cdn.sofifa.com/teams/9/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
206,J. Sancho,Jadon Sancho,"RM, CF, LM",87,"  116,500,000 ",21,2000-03-25,180,76,Manchester United,LM,25,2021-07-23,England,SUB,17,Right,"Finesse Shot, Flair, Playmaker (AI), Technical Dribbler (AI)",81,76,82,91,36,65,85,78,83,73,65,83,62,82,87,84,65,70,87,92,90,91,85,90,86,38,39,32,39,32,44,51,77,68,7,11,10,11,13,https://cdn.sofifa.com/players/233/049/22_120.png,https://cdn.sofifa.com/teams/11/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
207,M. Rashford,Marcus Rashford,"LM, ST",85,"  77,500,000 ",23,1997-10-31,186,70,Manchester United,SUB,10,2014-07-01,England,SUB,11,Right,"Power Free-Kick, Flair, Long Shot Taker (AI), Speed Dribbler (AI), Team Player",90,84,79,85,43,77,86,93,83,92,81,83,84,80,80,83,76,71,81,86,84,84,84,75,80,68,42,45,38,33,73,74,86,75,11,6,15,7,14,https://cdn.sofifa.com/players/231/677/22_120.png,https://cdn.sofifa.com/teams/11/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
208,J. Henderson,Jordan Henderson,"CDM, CM",84,"  29,500,000 ",31,1990-06-17,182,80,Liverpool,RCM,14,2011-06-09,England,SUB,8,Right,"Leadership, Early Crosser, Long Passer (AI), Team Player",66,74,83,78,78,81,67,66,73,77,75,78,64,82,85,80,74,87,80,78,83,69,85,68,82,65,81,79,81,76,83,78,86,78,7,13,7,9,13,https://cdn.sofifa.com/players/183/711/22_120.png,https://cdn.sofifa.com/teams/9/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
209,K. Trippier,Kieran Trippier,"RB, RWB, RM",84,"  36,500,000 ",30,1990-09-19,173,69,Atlético de Madrid,SUB,23,2019-07-17,England,SUB,12,Right,"Long Throw-in, Solid Player, Early Crosser",73,63,82,77,80,72,74,73,54,75,70,76,66,86,81,86,82,80,80,74,82,73,81,77,77,79,80,79,81,80,73,78,87,64,11,14,8,11,10,https://cdn.sofifa.com/players/186/345/22_120.png,https://cdn.sofifa.com/teams/240/60.png,https://cdn.sofifa.com/flags/es.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
210,J. Grealish,Jack Grealish,"LW, LM, CAM",84,"  50,500,000 ",25,1995-09-10,180,81,Manchester City,LW,10,2021-08-05,England,SUB,7,Right,"Flair, Playmaker (AI), Technical Dribbler (AI)",80,76,83,88,46,64,81,79,77,76,80,81,58,81,85,78,74,82,85,89,88,85,79,84,88,36,44,48,49,43,60,36,80,61,11,6,11,10,13,https://cdn.sofifa.com/players/206/517/22_120.png,https://cdn.sofifa.com/teams/10/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
211,D. Calvert-Lewin,Dominic Calvert-Lewin,ST,81,"  37,500,000 ",24,1997-03-16,187,71,Everton,ST,9,2016-08-31,England,SUB,18,Right,Power Header,83,77,64,77,39,82,76,89,82,79,65,84,77,65,72,64,54,47,64,76,80,72,81,65,76,89,35,38,31,23,78,91,80,83,12,12,8,7,11,https://cdn.sofifa.com/players/221/479/22_120.png,https://cdn.sofifa.com/teams/7/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
212,D. Henderson,Dean Henderson,GK,80,"  36,000,000 ",24,1997-03-12,188,85,Manchester United,SUB,26,2015-08-25,England,SUB,13,Right,"GK Long Throw, Rushes Out Of Goal, Comes For Crosses, Saves with Feet",80,53,61,64,79,81,51,48,9,59,6,8,16,14,37,13,10,45,48,13,32,61,79,56,56,13,11,15,14,14,20,63,34,60,80,79,78,76,83,https://cdn.sofifa.com/players/233/306/22_120.png,https://cdn.sofifa.com/teams/11/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
213,B. Saka,Bukayo Saka,"RM, LM, LB",80,"  45,500,000 ",19,2001-09-05,178,65,Arsenal,LM,7,2018-09-14,England,SUB,16,Left,"Team Player, Technical Dribbler (AI)",84,68,76,82,65,64,86,82,69,68,65,78,64,79,79,76,69,63,79,84,80,83,76,83,73,45,68,65,69,67,66,54,77,58,7,8,13,9,13,https://cdn.sofifa.com/players/246/669/22_120.png,https://cdn.sofifa.com/teams/1/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
214,J. Bellingham,Jude Victor William Bellingham,"CM, LM",79,"  37,000,000 ",18,2003-06-29,186,75,Borussia Dortmund,RCM,22,2020-07-23,England,SUB,21,Right,"Dives Into Tackles (AI), Technical Dribbler (AI)",75,69,73,80,75,77,78,73,69,74,69,72,56,62,79,58,45,78,78,80,80,81,82,77,76,57,77,78,78,69,82,75,87,71,14,11,10,5,8,https://cdn.sofifa.com/players/252/371/22_120.png,https://cdn.sofifa.com/teams/22/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
215,T. Mings,Tyrone Mings,CB,78,"  14,000,000 ",28,1993-03-13,196,77,Aston Villa,LCB,5,2019-07-08,England,SUB,15,Left,"Leadership, Long Passer (AI)",72,44,67,66,78,81,62,81,37,61,42,53,45,70,73,53,37,75,57,68,67,55,79,46,71,77,78,79,78,77,86,71,72,84,7,10,13,7,15,https://cdn.sofifa.com/players/212/419/22_120.png,https://cdn.sofifa.com/teams/2/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
216,A. Ramsdale,Aaron Ramsdale,GK,74,"  5,000,000 ",23,1998-05-14,188,77,Arsenal,SUB,32,2021-08-20,England,SUB,23,Right,"Solid Player, Comes For Crosses",52,28,53,56,77,83,47,50,14,52,15,11,25,15,31,17,16,33,47,18,28,53,70,49,55,15,20,18,16,15,35,66,35,59,75,72,69,71,76,https://cdn.sofifa.com/players/233/934/22_120.png,https://cdn.sofifa.com/teams/1/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
217,H. Kane,Harry Kane,ST,90,"  129,500,000 ",27,1993-07-28,188,89,Tottenham Hotspur,ST,10,2010-07-28,England,ST,9,Right,"Leadership, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",70,91,83,82,47,83,65,74,94,91,86,94,91,80,85,83,65,86,87,83,85,71,92,70,91,86,44,50,36,38,80,79,83,85,8,10,11,14,11,https://cdn.sofifa.com/players/202/126/22_120.png,https://cdn.sofifa.com/teams/18/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
218,P. Foden,Philip Foden,"CAM, LW, CM",84,"  94,500,000 ",21,2000-05-28,171,69,Manchester City,SUB,47,2016-07-01,England,RW,20,Left,"Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",84,78,80,87,56,57,86,82,79,82,77,82,64,75,84,73,59,78,84,86,88,90,83,91,82,47,59,58,59,47,64,49,79,44,8,15,6,10,13,https://cdn.sofifa.com/players/237/692/22_120.png,https://cdn.sofifa.com/teams/10/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
219,K. Phillips,Kalvin Phillips,"CDM, CM, CB",81,"  32,500,000 ",25,1995-12-02,178,72,Leeds United,CDM,23,2014-07-01,England,RCM,14,Right,"Dives Into Tackles (AI), Long Passer (AI), Team Player",67,65,76,75,78,82,69,66,62,75,67,66,58,70,80,62,71,82,74,73,79,72,76,72,78,65,77,79,82,77,86,82,85,78,8,8,8,12,14,https://cdn.sofifa.com/players/224/081/22_120.png,https://cdn.sofifa.com/teams/8/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
220,J. Stones,John Stones,CB,83,"  41,000,000 ",27,1994-05-28,188,76,Manchester City,SUB,5,2016-08-09,England,RCB,5,Right,Long Throw-in,70,51,71,74,84,78,67,73,52,55,44,52,52,62,83,52,37,75,67,72,83,61,82,59,80,84,83,84,85,82,80,83,77,78,7,15,11,10,8,https://cdn.sofifa.com/players/203/574/22_120.png,https://cdn.sofifa.com/teams/10/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
221,K. Walker,Kyle Walker,RB,85,"  39,000,000 ",31,1990-05-28,183,83,Manchester City,RB,2,2017-07-14,England,RB,2,Right,"Long Throw-in, Speed Dribbler (AI)",92,63,76,78,80,82,89,94,51,86,69,68,63,77,79,76,71,77,69,79,81,66,85,69,75,74,80,77,84,83,84,83,86,80,12,6,16,15,8,https://cdn.sofifa.com/players/188/377/22_120.png,https://cdn.sofifa.com/teams/10/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
222,R. Sterling,Raheem Sterling,"LW, RW",88,"  107,500,000 ",26,1994-12-08,170,69,Manchester City,SUB,7,2015-07-14,England,LW,10,Right,"Flair, Speed Dribbler (AI)",91,82,79,88,45,66,95,88,85,78,83,91,67,79,83,79,72,69,82,87,86,94,90,93,78,46,30,47,53,47,59,57,79,64,15,12,12,15,9,https://cdn.sofifa.com/players/202/652/22_120.png,https://cdn.sofifa.com/teams/10/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
223,M. Mount,Mason Mount,"CAM, CM, RW",83,"  58,500,000 ",22,1999-01-10,178,70,Chelsea,RW,19,2016-01-10,England,LCM,19,Right,"Long Shot Taker (AI), Technical Dribbler (AI)",74,79,84,83,55,65,77,71,79,81,82,81,60,82,86,81,83,83,83,82,85,80,84,76,84,59,59,54,57,41,68,54,86,54,11,12,13,8,12,https://cdn.sofifa.com/players/233/064/22_120.png,https://cdn.sofifa.com/teams/5/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
224,H. Maguire,Harry Maguire,CB,84,"  42,500,000 ",28,1993-03-05,194,100,Manchester United,LCB,5,2019-08-05,England,LCB,6,Right,"Solid Player, Leadership, Long Passer (AI), Power Header",50,55,69,70,85,87,47,53,48,75,52,61,44,51,78,48,46,84,70,71,76,50,84,41,85,87,86,87,83,78,84,85,82,90,14,16,9,14,9,https://cdn.sofifa.com/players/203/263/22_120.png,https://cdn.sofifa.com/teams/11/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
225,L. Shaw,Luke Shaw,LB,84,"  48,500,000 ",25,1995-07-12,181,75,Manchester United,LB,23,2014-06-27,England,LB,3,Left,"Injury Prone, Early Crosser, Speed Dribbler (AI)",79,54,79,80,81,80,76,81,44,70,54,78,44,85,82,83,54,69,81,80,82,75,82,77,83,78,79,83,83,79,84,83,80,79,10,12,13,7,7,https://cdn.sofifa.com/players/205/988/22_120.png,https://cdn.sofifa.com/teams/11/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
226,J. Pickford,Jordan Pickford,GK,83,"  33,000,000 ",27,1994-03-07,185,77,Everton,GK,1,2017-06-15,England,GK,1,Left,"Solid Player, Long Passer (AI), Rushes Out Of Goal, Saves with Feet",81,51,70,73,70,79,53,44,19,65,13,18,45,17,55,18,16,56,69,14,40,55,80,55,65,15,24,21,20,12,45,77,45,70,83,78,87,80,86,https://cdn.sofifa.com/players/204/935/22_120.png,https://cdn.sofifa.com/teams/7/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
227,D. Rice,Declan Rice,"CDM, CM",82,"  43,000,000 ",22,1999-01-14,185,80,West Ham United,LDM,41,2016-06-29,England,CDM,4,Right,"Leadership, Long Passer (AI)",66,53,71,73,81,79,64,68,42,70,60,54,71,50,82,58,53,80,75,75,79,53,77,61,80,71,83,80,83,80,82,74,84,76,8,11,14,5,9,https://cdn.sofifa.com/players/234/378/22_120.png,https://cdn.sofifa.com/teams/19/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1318/60.png,https://cdn.sofifa.com/flags/gb-eng.png
228,J. Joronen,Jesse Pekka Joronen,GK,72,  -   ,28,1993-03-21,197,89,AC Sparta Praha,RM,7,2020-08-25,Finland,SUB,12,Right,"GK Long Throw, Cautious With Crosses",84,64,71,76,72,76,48,45,13,51,13,14,14,15,20,14,12,25,45,16,16,50,70,36,61,18,19,19,14,15,39,37,33,64,70,70,68,71,72,https://cdn.sofifa.com/players/199/904/22_120.png,,,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
229,F. Jensen,Fredrik Jensen,"CAM, RM, LM",71,"  2,800,000 ",23,1997-09-09,183,78,FC Augsburg,CAM,24,2018-07-01,Finland,SUB,9,Right,"Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",69,68,67,74,51,70,68,70,68,75,66,69,48,68,72,61,40,63,70,75,75,69,67,67,72,56,41,49,57,56,64,69,66,74,5,11,6,6,7,https://cdn.sofifa.com/players/234/889/22_120.png,https://cdn.sofifa.com/teams/100409/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
230,J. Raitala,Jukka Raitala,"CB, LB, RB",68,"  775,000 ",32,1988-09-15,181,76,Minnesota United FC,SUB,22,2021-01-28,Finland,SUB,22,Left,"Long Throw-in, Team Player",59,47,65,64,66,74,57,61,29,70,58,56,48,65,68,65,59,67,59,63,68,56,69,66,67,63,66,69,66,63,68,83,77,74,8,9,9,11,14,https://cdn.sofifa.com/players/194/163/22_120.png,https://cdn.sofifa.com/teams/111138/60.png,https://cdn.sofifa.com/flags/us.png,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
231,M. Forss,Marcus Forss,"ST, LW",68,"  2,700,000 ",22,1999-06-18,182,76,Brentford,SUB,9,2017-06-22,Finland,SUB,26,Right,Speed Dribbler (AI),74,69,44,64,39,68,74,74,72,73,59,72,70,32,54,38,28,35,52,64,63,60,68,72,65,62,34,23,48,50,72,66,64,69,14,11,7,10,9,https://cdn.sofifa.com/players/241/523/22_120.png,https://cdn.sofifa.com/teams/1925/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
232,T. Sparv,Tim Sparv,"CDM, CM",67,"  350,000 ",34,1987-02-20,194,84,HJK Helsinki,RCM,20,2021-07-22,Finland,SUB,14,Left,"Injury Prone, Leadership",31,55,61,56,66,68,30,32,48,68,64,58,42,54,65,60,58,63,62,52,65,48,67,52,68,65,66,68,65,60,74,31,62,73,7,9,12,15,14,https://cdn.sofifa.com/players/164/858/22_120.png,https://cdn.sofifa.com/teams/100325/60.png,https://cdn.sofifa.com/flags/fi.png,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
233,R. Taylor,Robert Taylor,"LW, CAM",67,"  1,200,000 ",26,1994-10-21,182,78,SK Brann,LW,16,2020-01-21,Finland,SUB,7,Right,Speed Dribbler (AI),79,65,62,70,51,71,81,77,62,75,69,61,56,62,63,63,58,60,62,73,66,75,59,62,63,40,47,51,56,54,70,72,77,68,8,13,8,12,10,https://cdn.sofifa.com/players/239/944/22_120.png,https://cdn.sofifa.com/teams/919/60.png,https://cdn.sofifa.com/flags/no.png,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
234,R. Ivanov,Robert Ivanov,CB,67,"  1,300,000 ",26,1994-09-19,197,85,Warta Poznań,LCB,4,2020-09-01,Finland,SUB,25,Right,"Dives Into Tackles (AI), Long Passer (AI)",57,32,54,48,68,69,61,54,29,45,22,33,41,44,58,38,29,65,59,45,53,46,65,39,64,64,69,71,68,65,58,64,58,80,14,9,14,7,8,https://cdn.sofifa.com/players/258/599/22_120.png,https://cdn.sofifa.com/teams/112511/60.png,https://cdn.sofifa.com/flags/pl.png,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
235,J. Toivio,Joona Marko Aleksi Toivio,CB,66,"  400,000 ",33,1988-04-04,186,87,BK Häcken,RCB,4,2018-08-06,Finland,SUB,4,Right,Power Free-Kick,55,52,55,51,65,74,47,62,42,77,55,35,59,55,58,64,63,57,42,47,57,53,63,43,62,65,64,64,68,59,66,80,67,81,10,14,6,8,13,https://cdn.sofifa.com/players/172/232/22_120.png,https://cdn.sofifa.com/teams/711/60.png,https://cdn.sofifa.com/flags/se.png,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
236,K. Kairinen,Kaan Kairinen,CM,63,"  1,100,000 ",22,1998-12-22,186,70,Lillestrøm SK,RCM,6,2021-01-08,Finland,SUB,21,Left,"Long Shot Taker (AI), Playmaker (AI)",66,51,61,64,55,62,67,65,42,64,60,53,48,52,65,58,59,64,64,63,64,69,63,67,61,48,60,51,57,53,46,54,70,66,14,12,9,9,8,https://cdn.sofifa.com/players/232/446/22_120.png,https://cdn.sofifa.com/teams/299/60.png,https://cdn.sofifa.com/flags/no.png,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
237,O. Valakari,Onni Johannes Simonpoika Valakari,"CM, CAM",63,  -   ,21,1999-08-18,187,82,Santos Laguna,LCB,21,2018-07-01,Finland,SUB,24,Left,"Solid Player, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",62,62,62,58,47,68,62,62,63,65,62,65,53,55,68,47,41,65,67,56,62,49,64,58,66,52,50,45,46,47,51,53,75,72,6,9,14,9,6,https://cdn.sofifa.com/players/245/685/22_120.png,,,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
238,P. Soiri,Pyry Henri Hidipo Soiri,"LW, RW",61,  -   ,26,1994-09-22,183,63,Racing Club,LB,5,2021-08-22,Finland,SUB,13,Right,"Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",77,60,54,62,42,57,78,76,61,67,52,65,54,54,57,49,40,55,55,62,62,66,48,68,53,43,39,46,38,44,56,49,62,56,11,12,10,6,7,https://cdn.sofifa.com/players/241/475/22_120.png,,,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
239,C. Eriksson,Carljohan Daniel Viktor Eriksson,GK,61,"  375,000 ",26,1995-04-25,191,81,Mjällby AIF,GK,13,2019-01-12,Finland,SUB,23,Right,Speed Dribbler (AI),81,74,59,74,45,79,58,48,12,47,10,10,18,14,24,13,11,19,41,10,14,35,49,29,32,10,13,11,13,11,17,48,38,45,59,62,63,62,63,https://cdn.sofifa.com/players/254/513/22_120.png,https://cdn.sofifa.com/teams/112072/60.png,https://cdn.sofifa.com/flags/se.png,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
240,N. Alho,Nikolai Alho,"RB, RM",66,  -   ,28,1993-03-12,172,72,Newcastle United,RCB,5,2014-07-01,Finland,RWB,17,Right,Technical Dribbler (AI),80,57,62,66,58,67,81,80,55,62,61,59,52,66,63,63,64,60,59,65,67,73,58,72,57,49,60,58,58,59,50,74,80,66,15,6,14,9,14,https://cdn.sofifa.com/players/234/298/22_120.png,,,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
241,T. Pukki,Teemu Pukki,ST,76,"  6,500,000 ",31,1990-03-29,180,80,Norwich City,ST,22,2018-07-01,Finland,RS,10,Right,Finesse Shot,76,76,60,75,34,68,78,74,81,75,66,84,73,45,71,53,40,48,71,73,77,77,83,72,81,63,44,30,29,16,56,68,77,69,13,8,8,9,7,https://cdn.sofifa.com/players/190/362/22_120.png,https://cdn.sofifa.com/teams/1792/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
242,R. Lod,Robin Lod,"LM, CF, CAM",73,"  3,100,000 ",28,1993-04-17,181,82,Minnesota United FC,SUB,17,2019-07-16,Finland,RCM,8,Left,"Long Throw-in, Injury Prone",72,72,71,73,54,69,73,71,72,77,72,72,64,68,74,72,66,68,70,72,76,73,67,72,68,59,49,61,50,45,55,60,71,75,7,13,8,15,10,https://cdn.sofifa.com/players/228/312/22_120.png,https://cdn.sofifa.com/teams/111138/60.png,https://cdn.sofifa.com/flags/us.png,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
243,L. Väisänen,Leo Onni Artturi Väisänen,CB,65,"  1,500,000 ",23,1997-07-23,186,80,IF Elfsborg,RCB,15,2020-01-12,Finland,RCB,5,Right,"Finesse Shot, Long Shot Taker (AI), Outside Foot Shot",71,30,49,57,64,68,70,72,29,38,25,29,32,52,56,34,24,60,33,54,60,56,63,58,58,63,65,61,67,64,68,73,61,70,13,8,13,6,8,https://cdn.sofifa.com/players/234/291/22_120.png,https://cdn.sofifa.com/teams/700/60.png,https://cdn.sofifa.com/flags/se.png,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
244,J. Uronen,Jere Juhani Uronen,LB,73,"  3,300,000 ",26,1994-07-13,177,69,Stade Brestois 29,LB,20,2021-07-20,Finland,LWB,18,Left,"Power Free-Kick, Early Crosser",72,57,69,67,69,75,70,74,47,75,65,57,44,71,69,73,67,68,67,67,65,72,69,72,68,59,71,69,71,69,72,73,89,69,7,10,8,10,8,https://cdn.sofifa.com/players/207/593/22_120.png,https://cdn.sofifa.com/teams/378/60.png,https://cdn.sofifa.com/flags/fr.png,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
245,J. Pohjanpalo,Joel Pohjanpalo,ST,73,"  3,600,000 ",26,1994-09-13,186,83,Çaykur Rizespor,ST,20,2017-01-31,Finland,LS,20,Right,Power Header,63,74,58,70,26,70,64,63,75,78,71,75,59,54,69,65,45,45,52,69,71,67,74,66,68,75,18,24,21,18,62,70,64,76,9,13,7,16,6,https://cdn.sofifa.com/players/220/165/22_120.png,https://cdn.sofifa.com/teams/101037/60.png,https://cdn.sofifa.com/flags/tr.png,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
246,G. Kamara,Glen Adjei Kamara,CM,75,"  8,000,000 ",25,1995-10-28,183,73,Rangers FC,LCM,18,2019-01-31,Finland,LCM,6,Right,Team Player,76,60,70,76,72,75,74,77,56,74,58,64,53,58,78,59,47,76,74,75,77,79,75,77,77,57,73,75,73,72,70,65,86,73,8,14,12,11,7,https://cdn.sofifa.com/players/213/654/22_120.png,https://cdn.sofifa.com/teams/86/60.png,https://cdn.sofifa.com/flags/gb-sct.png,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
247,D. O'Shaughnessy,Daniel O'Shaughnessy,CB,66,"  1,000,000 ",26,1994-09-14,190,84,HJK Helsinki,LCB,5,2018-01-03,Finland,LCB,3,Left,"Injury Prone, Giant Throw-in",55,35,56,49,65,73,52,57,25,49,42,37,45,56,62,42,24,61,54,45,56,47,64,40,59,63,63,66,67,64,65,62,68,80,13,16,6,11,13,https://cdn.sofifa.com/players/221/486/22_120.png,https://cdn.sofifa.com/teams/100325/60.png,https://cdn.sofifa.com/flags/fi.png,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
248,L. Hrádecký,Lukáš Hrádecký,GK,83,"  19,000,000 ",31,1989-11-24,192,83,Bayer 04 Leverkusen,GK,1,2018-07-01,Finland,GK,1,Right,"Leadership, Team Player, Comes For Crosses, Saves with Feet",63,76,74,72,73,76,38,44,11,52,14,9,20,11,30,11,15,33,53,10,20,43,82,39,48,11,18,10,10,13,31,69,34,55,85,78,69,83,87,https://cdn.sofifa.com/players/190/941/22_120.png,https://cdn.sofifa.com/teams/32/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
249,R. Schüller,Rasmus Schüller,"CDM, CM",70,"  1,300,000 ",30,1991-06-18,177,67,Djurgårdens IF,CDM,6,2021-01-08,Finland,CM,11,Left,"Injury Prone, Speed Dribbler (AI)",53,56,65,65,68,68,55,52,52,65,59,46,65,56,68,60,54,70,69,63,68,68,68,65,69,59,70,67,71,66,76,61,75,62,14,15,8,14,14,https://cdn.sofifa.com/players/213/763/22_120.png,https://cdn.sofifa.com/teams/710/60.png,https://cdn.sofifa.com/flags/se.png,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
250,P. Arajuuri,Paulus Arajuuri,CB,68,  -   ,33,1988-06-15,193,92,Venezia FC,RES,87,2020-01-24,Finland,CB,2,Right,Team Player,33,35,44,42,66,80,34,33,36,51,24,29,20,27,57,43,28,58,32,39,45,36,63,37,61,70,70,61,68,65,80,68,66,88,8,13,16,13,8,https://cdn.sofifa.com/players/198/479/22_120.png,,,https://cdn.sofifa.com/teams/1334/60.png,https://cdn.sofifa.com/flags/fi.png
